Ref,Val,Package,PosX,PosY,Rot,Side
"R40","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",192.500000,-61.675000,0.000000,top
"R41","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",190.150000,-64.275000,-90.000000,top
"R42","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",192.500000,-60.675000,0.000000,top
"R43","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",162.462500,-60.600000,180.000000,top
"R44","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",170.162500,-63.000000,0.000000,top
"R45","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",162.462500,-61.600000,180.000000,top
"R46","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",170.162500,-62.000000,0.000000,top
"R47","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",162.462500,-62.600000,180.000000,top
"R48","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",170.162500,-61.000000,0.000000,top
"R49","R0402_40R2_1%_0.0625W_100PPM","RESC1005X40N",193.800000,-127.100000,-90.000000,top
"R56","R0402_40R2_1%_0.0625W_100PPM","RESC1005X40N",187.800000,-118.700000,180.000000,top
"R57","R0402_40R2_1%_0.0625W_100PPM","RESC1005X40N",197.800000,-127.100000,-90.000000,top
"R59","R0402_40R2_1%_0.0625W_100PPM","RESC1005X40N",191.800000,-127.100000,-90.000000,top
"R60","R0402_40R2_1%_0.0625W_100PPM","RESC1005X40N",195.800000,-127.100000,-90.000000,top
"R61","R0402_40R2_1%_0.0625W_100PPM","RESC1005X40N",198.800000,-127.100000,-90.000000,top
"R63","R0402_40R2_1%_0.0625W_100PPM","RESC1005X40N",196.800000,-127.100000,-90.000000,top
"R64","R0402_40R2_1%_0.0625W_100PPM","RESC1005X40N",190.800000,-127.100000,-90.000000,top
"R65","R0402_40R2_1%_0.0625W_100PPM","RESC1005X40N",187.800000,-120.700000,180.000000,top
"R66","R0402_40R2_1%_0.0625W_100PPM","RESC1005X40N",194.800000,-127.100000,-90.000000,top
"R73","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",188.900000,-109.100000,180.000000,top
"R76","R0402_10K_1%_0.0625W_100PPM","RESC1005X40N",124.160000,-111.350000,90.000000,top
"R77","R0402_10K_1%_0.0625W_100PPM","RESC1005X40N",125.260000,-111.350000,90.000000,top
"R78","R0402_12K_1%_0.0625W_100PPM","RESC1005X40N",121.300000,-116.600000,0.000000,top
"R79","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",121.300000,-121.100000,180.000000,top
"R80","R0402_5K1_1%_0.0625W_100PPM","RESC1005X40N",113.230000,-119.400000,0.000000,top
"R81","R0402_10K_1%_0.0625W_100PPM","RESC1005X40N",115.130000,-114.000000,0.000000,top
"R82","R0402_5K1_1%_0.0625W_100PPM","RESC1005X40N",113.200000,-120.500000,0.000000,top
"R83","R0402_2K2_1%_0.0625W_100PPM","RESC1005X40N",113.100000,-114.000000,180.000000,top
"R84","R0402_1K_1%_0.0625W_100PPM","RESC1005X40N",185.600000,-76.900000,-90.000000,top
"R85","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",199.500000,-95.600000,0.000000,top
"R87","R0402_4K7_1%_0.0625W_100PPM","RESC1005X40N",199.500000,-94.600000,0.000000,top
"R88","R0402_1K_1%_0.0625W_100PPM","RESC1005X40N",199.500000,-93.600000,0.000000,top
"R89","R0402_1K_1%_0.0625W_100PPM","RESC1005X40N",199.505000,-92.600000,180.000000,top
"R99","R0402_240R_1%_0.0625W_100PPM","RESC1005X40N",169.430000,-122.485000,-90.000000,top
"R102","R0402_240R_1%_0.0625W_100PPM","RESC1005X40N",172.430000,-116.285000,-90.000000,top
"R103","R0402_240R_1%_0.0625W_100PPM","RESC1005X40N",177.330000,-116.285000,-90.000000,top
"R104","R0402_0R_JUMPER","RESC1005X40N",165.150000,-118.800000,180.000000,top
